,STUID,District,Gender,Age,Category,Same language,Siblings,Handicap,Father edu,Mother edu,Father occupation,Mother occupation,Below poverty,Use calculator,Use computer,Use Internet,Use dictionary,Read other books,# Books,Distance,Computer use,Library use,Like school,Subjects,Give Lang HW,Give Math HW,Give Scie HW,Give SoSc HW,Correct Lang HW,Correct Math HW,Correct Scie HW,Correct SocS HW,Help in Study,Private tuition,English is difficult,Read English,Dictionary to learn,Answer English WB,Answer English aloud,Maths is difficult,Solve Maths,Solve Maths in groups,Draw geometry,Explain answers,SocSci is difficult,Historical excursions,Participate in SocSci,Small groups in SocSci,Express SocSci views,Science is difficult,Observe experiments,Conduct experiments,Solve science problems,Express science views,Watch TV,Read magazine,Read a book,Play games,Help in household,Maths %,Reading %,Science %,Social %
Father occupation,0.03647128200290048,-0.003778629012118302,-0.021318953958081994,-0.06445411742884796,0.0978680921714696,-0.016190473144975924,-0.04595032828438306,0.0343057913801329,0.34416866174773314,0.19426521947556266,1.0,0.0024958385659955384,-0.11377438661502587,0.1620046890183836,0.11788615661454929,0.1346958328582607,0.16253243913175852,0.13428661559240634,0.1921253420926599,0.05545159565410522,-0.025715728198009106,-0.040929119591523594,-0.027255696749269857,0.07194583708706453,-0.0894900482241553,0.025201856316975482,-0.0009780256928524139,-0.05914860789746635,-0.09198215097221378,-0.0049092150514071205,-0.031920226902684014,-0.07790316805030503,0.0974435093763072,0.16962829572115046,0.00984745988679128,-0.0009764474301395484,0.040555926871244305,-0.0025297049656896027,-0.04091226956763874,-0.012134664890570836,0.019360521447136285,-0.007138051767369309,0.09054788189721791,0.05339434745152513,0.030694241799117138,0.07161170748682429,0.026643982902859086,0.003602928156825102,0.047652569461137426,-0.047303695442118106,-0.012739624679327235,-0.046686068188628936,0.013436147007868786,0.0676344414083978,0.056233693337095436,0.11804559307012139,0.04225453586614088,-0.013059972274549483,0.003954379719102269,0.04550913486336978,0.16277386518768364,0.11711002209160801,0.05131275381677978
Mother occupation,-0.09719438276007686,-0.11283653701960292,0.04718799365308945,0.007795517835882297,0.015196136500481294,0.1637615973341572,0.009772243417394381,0.012505196620815553,-0.00878073277244498,0.24100352806845746,0.0024958385659955384,1.0,-0.001630824132927587,0.03352134604332446,0.051044430648896036,0.017339407524749554,0.025029949187907713,9.62270136405403e-05,-0.003847837953921721,-0.06035192065336911,-0.016821817291267062,0.0663439236810562,-0.05013718731741539,-0.012150318855783828,-0.043923232002719845,0.016562218454704642,0.01539053261970904,0.06212849403624673,-0.04196456225540507,0.022741010134728176,-0.009400826463143892,0.0500680636059148,0.042674617067984644,-0.06341052286586579,-0.05498285514055916,0.05069954738326288,0.054747483713887185,0.05479297712329279,0.07428582364754904,-0.021691023254207544,0.027964362467005118,0.0958029693218117,0.0746323940006651,0.03535914240413514,-0.0002515149180031587,0.0008673606909638615,0.06551870198674886,0.08595521425391113,0.05197797561970523,-0.005084908847614144,0.08163273183693696,0.051558711960478676,0.05565039681801647,0.043525977125516174,0.03769281358726948,0.06891195392893079,0.043611582411961676,0.07152243455115907,0.024460763040070072,-0.03371626657896988,0.034975205060629865,0.03059382685370932,0.00634589190848201
Below poverty,-0.10887793832439158,0.011222716994458636,0.03932490620201042,0.014641597515033388,-0.09123020829008362,0.05824574903449534,0.11519117534510523,0.01774324700675006,-0.10543229989121353,-0.069866038755441,-0.11377438661502587,-0.001630824132927587,1.0,-0.021592962397722376,-0.12280559094247798,-0.10035208533135205,-0.07435571904626058,-0.050312792692765576,-0.03291421339057419,-0.08457088089001472,-0.07942080239846343,-0.02623961991531264,-0.06397774189639313,-0.015294288101330647,0.025552061841721752,-0.034869236147318884,-0.010297542700966143,-0.010327346167280996,0.00977819808093763,0.005191424183625991,0.014720603235737156,0.023979139204717552,0.046254356352813504,-0.0023372410439050054,0.0035937999162279593,-0.027537929576363734,-0.04275386498392941,-0.036658702245140305,-0.007264949138707852,0.0366700640614074,-0.021445865517614005,-0.019847026834356043,-0.008314148333839932,-0.04087187428936581,-0.008676062762848932,-0.019389726658124818,-0.02699411507203933,-0.027202987189638712,-0.05682964414237654,0.033219320988537415,-0.004274363447860833,0.015087625194802484,-0.050810834404828954,-0.047486564602215425,-0.02575702785297032,-0.049244619490228445,-0.011467095948849185,0.05905335264237533,0.07256251978970854,-0.01688466422781561,-0.06975516736387191,-0.08644474408198095,-0.03492751357350773
Use calculator,-0.04829710322232905,-0.032567853042966804,-0.10383762540961404,0.030865706021435676,0.022738873382889203,0.06676573689269255,-0.03875362483163618,0.02354884477645152,0.14289227657308526,0.18425859486093146,0.1620046890183836,0.03352134604332446,-0.021592962397722376,1.0,0.29983954385473655,0.3628231061039462,0.1935086739997031,0.1280304163416972,0.18634227347932578,0.004487122898884081,0.017940806290135353,0.052856406720280184,0.02920772438836675,0.07726158461320157,-0.03681991830127642,0.045957028685540934,0.02693352755206019,0.02051101301586048,-0.010327840535279898,0.031080978769451283,0.044537130583689126,0.03379774675330141,0.07414241263310045,0.0767482232271894,-0.0898544504539873,0.025149377417023607,0.035706770215921425,0.06259400847662604,0.042688538324824346,-0.0950008360218421,0.07693520761614323,0.06696277985765922,0.13548585909360006,0.1267311176027157,-0.048918082126013555,0.07567878517670623,0.08535160351139055,0.07736556396699579,0.09574743292522589,-0.1130656995464736,0.02798330447085495,0.05649462760322284,0.08240081687950553,0.12265676310146033,0.12007581848209632,0.15614149639855332,0.11063711972537772,0.0702452830781331,0.010733813913381435,0.02119464087352063,0.14677229632712094,0.09319607133090552,0.2056329382905209
Use computer,-0.02479240222232266,0.06036404872625683,-0.07282904920843458,-0.0015894803887063088,0.026032640767604597,-0.0013516346762237294,-0.03007984667786812,0.08627057031397682,0.1925010147590087,0.17866673705552477,0.11788615661454929,0.051044430648896036,-0.12280559094247798,0.29983954385473655,1.0,0.6505552700478504,0.23094737424876285,0.03800456424344865,0.16869527012318497,0.07797255324349747,0.086600773821966,0.14771248688371222,0.13958907379806107,-0.0020187402698919714,0.02500898728732798,0.0659595749410989,0.09242259267922656,0.07688520831206788,0.052865018942832,0.07162258688357181,0.06259647084791257,0.057761490187628585,0.08171116418631653,0.00312991208786376,-0.05096354611777846,0.13793122022225626,0.026307637424927244,0.10676247208993865,0.0940762372706437,-0.05362591877908814,0.10875079002014336,0.10146281217904103,0.12162441386052855,0.13962537944896627,-0.016390876447020405,0.09883230041142096,0.08150943761280816,0.0880726939789146,0.07739415276352139,-0.05814145275345922,0.025884483233467592,0.07109983347690008,0.09439408945377593,0.11446767894800432,0.03521048693893055,0.15349909376778864,0.10809555644825211,0.004239906653378579,-0.028728124517076604,0.03700588231413642,0.13598778501305547,0.14622797313729044,0.13650047872118506
Use Internet,-0.012258559821700063,0.08282630869397115,-0.08373197582183865,-0.01577489490849973,0.009850874147807819,0.010364693988464093,-0.02923261681335621,0.11426348077377636,0.13833548089803424,0.14985921764613286,0.1346958328582607,0.017339407524749554,-0.10035208533135205,0.3628231061039462,0.6505552700478504,1.0,0.2853409875109726,0.035772046651378245,0.13481988799319908,0.06316600434541798,0.09359759782164212,0.15328988108670308,0.11572338594994352,-0.02676366634474653,0.018931524106548078,0.09406460995004397,0.13149816301158887,0.1006216786239888,0.05149732136868136,0.10258551239101366,0.11037140793469166,0.10084375493741751,0.0608755050607079,0.020499278634508275,-0.07795986909069463,0.10446126507254695,0.031136221111229878,0.1106766947309251,0.0925476212430124,-0.09553692751516281,0.11287048539075706,0.07908566639075591,0.1244269426743101,0.14946507699038009,-0.04420933176160158,0.08246446936264049,0.05774216339374337,0.07003836337487454,0.06586381847719215,-0.09449026826902689,0.034411622768763146,0.06709682359699883,0.0998573003633879,0.11372412150004006,0.0274206282759938,0.11986605166362892,0.13358996916533744,0.02536354529220442,-0.005447308126992608,0.008490257567485062,0.13047495614198992,0.16170485951145602,0.1228305007218291
Use dictionary,-0.0269601594313711,-0.03898567296428329,-0.04158058900054706,-0.02039413658846053,0.1319273734138382,0.09193890301577357,-0.08417264969875128,0.06388089302087961,0.2448588075530571,0.2058597637028979,0.16253243913175852,0.025029949187907713,-0.07435571904626058,0.1935086739997031,0.23094737424876285,0.2853409875109726,1.0,0.23691294959583115,0.23003585531801946,0.03865511280977509,-0.042363580082501594,0.10031559750838179,0.07789474025551713,0.009796162344493958,-0.046843422336526816,0.10382315438746283,0.07077678495175505,0.05353028151299962,0.03712785629588245,0.12253168046852483,0.12552753103093775,0.08997345797538436,0.17854806560768155,0.06097397434621769,-0.09840593313486318,0.05797251034987416,0.23820487961588657,0.16224015079667217,0.08008758237964785,-0.1245333009004205,0.04841705540566631,0.07743088562641057,0.1266581161166129,0.12915187413943766,0.008202553217976258,0.0863603284581173,0.09988869931005348,0.059077006538075454,0.09317706548904851,-0.062170214460952375,0.12119622026822682,0.01956365360966119,0.08861421697280171,0.11910866825869962,0.05307589322802156,0.2121033009899718,0.15326802801381859,0.06204631149948534,0.03499227200153194,-0.014803086178980763,0.24956628546224846,0.2831816582062306,0.1438991238635564
Read other books,0.05367816716196101,-0.029276122469604475,-0.011088741769188871,-0.009434042677884655,0.0649080301541136,0.01936174391686897,-0.06742643098174277,0.06407562283590501,0.1771381627313365,0.10661202409066137,0.13428661559240634,9.62270136405403e-05,-0.050312792692765576,0.1280304163416972,0.03800456424344865,0.035772046651378245,0.23691294959583115,1.0,0.43945237444371793,0.017601617560687458,0.01924703455192924,0.022552452029685484,0.044603680203005695,0.14375877528027295,0.02199258106381015,0.08120917672719427,0.052481950823933685,0.031072661314560247,0.06018732873859228,0.11514492275409004,0.10753559799510694,0.07633011034277556,0.17632505536757498,0.10869270371601582,-0.0024941724646088265,0.002715744865299454,0.1667725911599462,0.07869598633984093,0.04710795541756653,-0.012592567734329289,0.12832257381138965,0.08660597810767551,0.13302381951507264,0.11274429733403667,-0.0016697260497804654,0.06401803107970556,0.07589658491330853,0.06721294607092175,0.06538512881789967,-0.14422767525286692,0.1081773195929572,0.03369895671075149,0.0463602742691048,0.07867240123352914,0.12168759825600177,0.2227647566451151,0.1449438555003603,0.0319013650277343,0.05562829493695239,0.04010873909848943,0.12133521883303007,0.21890963194284713,-0.09553610740820212
# Books,-0.031798754443330954,0.0017652251377132406,-0.03888988171665809,0.01688584649830995,0.04366550096144396,0.07544918653303749,-0.044813874227971735,-0.004582521462382023,0.25509592259285013,0.15450499003722543,0.1921253420926599,-0.003847837953921721,-0.03291421339057419,0.18634227347932578,0.16869527012318497,0.13481988799319908,0.23003585531801946,0.43945237444371793,1.0,0.07496308301840339,0.0881366893921954,0.11771106988052177,0.03628537296842668,0.09084113236987262,0.0244716852512957,0.03054003316040623,-0.022534332192640075,-0.011794985405881106,0.040326087694088165,0.03993730379606596,0.010857951905269047,-0.012862466593765165,0.15829895965847732,0.045986271192659356,-0.10390475838929522,0.03361650977779147,0.140363327121137,0.1042992058883566,0.044540805164928504,-0.05912560426773813,0.09681404857232291,0.1275484860347916,0.19478860115722965,0.18443121705045695,-0.0055961429314344046,0.08686575029512297,0.09205142634203965,0.09759272568980963,0.11006519028329019,-0.09214013800975747,0.027150204906498412,0.08442022893587987,0.05139164481536993,0.1157538633879054,0.09453095029987997,0.24114456469776085,0.1599401885623325,0.02643191391786271,0.04910644275892581,0.028888543604124,0.1637090934103547,0.3009014608591754,-0.0863466286429642
Distance,0.09826712698836798,0.06528737878593564,-0.07429131694733024,0.011336191925954666,0.006601717023845357,-0.042495948293200574,-0.09305155118319124,0.04076184075566477,0.12108876563474162,-0.07434188403096982,0.05545159565410522,-0.06035192065336911,-0.08457088089001472,0.004487122898884081,0.07797255324349747,0.06316600434541798,0.03865511280977509,0.017601617560687458,0.07496308301840339,1.0,0.08950848656164488,0.006360534457515458,0.022050581961820855,-0.02474222111705062,-0.0573252806051731,0.010671664328318212,-0.005535070590165599,-0.028362427313741494,-0.03257386948898964,-0.0005567599695165254,-0.0112878637997122,-0.027907625561575937,-0.01828737076105765,0.030428349615173808,0.07388458263175703,0.04479532169484679,0.010097378742528767,0.028932606466677394,-0.006785146859349617,-0.013184330348225283,0.0023719913810277653,-0.016962906036143085,0.02228865035554635,0.04264556818997114,0.0625592876786199,0.006130470812850882,-0.02608563960569591,-0.016752069967577173,-0.00734045148313063,-0.03553912867853802,-0.07507577427830957,-0.03820573989790758,-0.032436169095265754,0.006300701180760385,0.04190907906734123,-0.031156878359657664,-0.006220902772189864,0.025060234895348643,-0.06303481769817296,0.026958073806159583,0.13449352166558945,0.06749566057324499,0.1066436759159276
