,STUID,District,Gender,Age,Category,Same language,Siblings,Handicap,Father edu,Mother edu,Father occupation,Mother occupation,Below poverty,Use calculator,Use computer,Use Internet,Use dictionary,Read other books,# Books,Distance,Computer use,Library use,Like school,Subjects,Give Lang HW,Give Math HW,Give Scie HW,Give SoSc HW,Correct Lang HW,Correct Math HW,Correct Scie HW,Correct SocS HW,Help in Study,Private tuition,English is difficult,Read English,Dictionary to learn,Answer English WB,Answer English aloud,Maths is difficult,Solve Maths,Solve Maths in groups,Draw geometry,Explain answers,SocSci is difficult,Historical excursions,Participate in SocSci,Small groups in SocSci,Express SocSci views,Science is difficult,Observe experiments,Conduct experiments,Solve science problems,Express science views,Watch TV,Read magazine,Read a book,Play games,Help in household,Maths %,Reading %,Science %,Social %
Maths %,0.03032483521382704,0.020240174462030663,-0.058486582873617056,0.04511877162035668,0.06822928939666471,-0.011779561965958567,-0.005691880645604226,0.009637453245647845,0.013449792350286335,0.033872213578663636,0.04550913486336978,-0.03371626657896988,-0.01688466422781561,0.02119464087352063,0.03700588231413642,0.008490257567485062,-0.014803086178980763,0.04010873909848943,0.028888543604124,0.026958073806159583,0.00284503315410645,-0.033881870264952554,-0.03609983680239566,0.027026767258507042,0.05163851606453122,0.02981115893245584,0.05153202645404697,0.03120165830611646,0.03244365025370696,0.010534896511909848,0.01775104092464382,0.01243263761522357,0.008835305942148416,0.011813826815247539,-0.0021727322981052893,0.00016514912169146315,-0.00020241446448025964,-0.014170689176169479,-0.024665933135136275,-0.023937835779195442,0.036739425513791404,-0.043703571963111566,0.021458594295160022,0.04923810336487848,-0.013088314322106385,0.10293048045450486,0.06658098987154754,0.019293223314538876,0.030477598752374428,0.018511754320591947,0.01651194020751593,0.02413538899203786,0.05615262701261705,0.047957601523176734,0.027201779815308826,0.027520176699024564,0.023446145441023872,0.022836779580130202,0.008467416087538013,1.0,0.05510945091503341,0.17782329635806216,0.03293706825312626
Reading %,0.020312652797654183,-0.03518685995547081,-0.024390001844959538,0.031639903914327,0.10398932285962002,0.008359825236874334,-0.16542785640659002,-0.03699053187640287,0.19431208846150455,0.13026186116254285,0.16277386518768364,0.034975205060629865,-0.06975516736387191,0.14677229632712094,0.13598778501305547,0.13047495614198992,0.24956628546224846,0.12133521883303007,0.1637090934103547,0.13449352166558945,-0.028339333874716644,0.03902590916416509,0.06977651558251359,0.09285947966735304,-0.11013082839041828,0.05121733146995013,0.052387562544183086,0.002747079995699082,-0.013993888492215415,0.05314250618855717,0.053359125201586075,0.025158909370321034,0.09111678145787812,0.09016562750697989,-0.06314795369204025,0.13421730377793636,0.09282825983271757,0.11215994798104194,0.047990249741084075,-0.07087801123196355,0.0620760118392856,0.03765477412279857,0.08656029049313084,0.05329545625875988,0.013149939281309208,0.057876790023684545,0.06392793117910608,-0.021849006913064527,0.010522387351105384,-0.09843318887103909,0.022952983203312873,-0.005387251336951821,0.02192481303297489,0.05884213555934611,0.04111294220666034,0.04544159537594766,0.039180947264540175,0.005593420268839727,0.004431160119543728,0.05510945091503341,1.0,0.05897731330093243,0.38217754224887474
Science %,-0.07482486592051799,0.029329272499595646,-0.022377934513493535,0.03827033397530816,0.13304575727970452,0.17551179621846058,0.009394430011935895,-0.03664927982277631,0.20202009650682293,0.2705079618250112,0.11711002209160801,0.03059382685370932,-0.08644474408198095,0.09319607133090552,0.14622797313729044,0.16170485951145602,0.2831816582062306,0.21890963194284713,0.3009014608591754,0.06749566057324499,0.006140348555744781,-0.08574636985158962,0.17915571454635265,-0.04542765789517591,0.10581688987609236,0.2564654983583615,0.1890291163393626,0.26539365851103996,0.017078260042668908,0.16413619617925126,0.12073991798012802,0.06920691752829823,0.06155241611085653,-0.09331902499911673,-0.1799026939893794,0.03172616873097623,0.25763710906440307,0.16356163794857065,0.14524026388990682,-0.061588031704546804,-0.0019331212458100775,0.016214069604712226,0.08464244413443005,0.13888667010702418,-0.0067247859412920725,0.17268980379022345,0.15581902890571014,-0.019530693129652187,-0.013590850567130334,-0.05623811913464942,0.14551529850050113,0.08356368877189141,-0.04780254526416657,0.0705821485043824,0.06512158075037416,0.1673055834585152,0.06509688837662854,-0.0029315391285369904,0.2228051153170158,0.17782329635806216,0.05897731330093243,1.0,0.24374232010934016
Social %,0.03482394800441599,-0.13479330308372456,-0.2909247164223659,0.014502175545890285,0.15430253198976032,0.012333988701964586,0.0035114577766099065,0.03324994465885459,0.06070305971412404,0.26606994279537244,0.05131275381677978,0.00634589190848201,-0.03492751357350773,0.2056329382905209,0.13650047872118506,0.1228305007218291,0.1438991238635564,-0.09553610740820212,-0.0863466286429642,0.1066436759159276,0.03798592185738058,0.11050595160304534,0.08457901404396521,0.028623993938825767,-0.19994212856436716,-0.15061099567094355,-0.029009608997627195,-0.04815437668463837,-0.05146901957548622,-0.1112856970174802,-0.054873167213020206,-0.06535877120373984,-0.12291979851704032,0.17283952595983937,0.09452823493777839,-0.052822030105560004,0.08806989716808926,0.10333981926979294,0.10921913462869279,-0.13931377304605078,0.10845693590868044,0.07670603626217959,0.08474830290257604,0.020939606425386222,0.1311709182970783,-0.03695569875955457,0.062083462331911546,-0.05029831856677317,0.04491279925889027,-0.1266833134205757,0.0967707076043543,-0.17611095091113527,-0.011778266894814066,-0.00909652506932995,-0.20152776971885794,-0.17665482631244142,-0.15072365766528356,-0.09895527935274256,0.2701451441688582,0.03293706825312626,0.38217754224887474,0.24374232010934016,1.0
